item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,sub_steps_title,sub_steps_related_item_number,apply_option_id,apply_option_value_id,restaurant_id
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,3,GARNISH,,No Cabbage Slaw,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,4,GARNISH,,Fried Chicken Filet,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,5,GARNISH,,Top Bun,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,6,GARNISH,,Peri Peri Chicken Sandwich - Left Side,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,3,7,GARNISH,,(1 Bag) Potato Chips - Right Side,,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,b5c1ff90-3261-416d-93ca-b1974308fd79
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,91338d59-1267-4db7-aaa7-fa028b13abd9
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,b330c9fd-a5fa-49b5-b249-375f4823d0b5
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,c6ac6116-b56c-4eea-a434-98a461c75344
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,b7ba2f40-fcc7-420b-91ea-38a053d79a28
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,44fad46a-9d93-45b8-8e42-70a00ac03cca
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,6688bcad-3add-408c-965c-ae1ecd0d9586
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,9188819b-fd03-4fec-948c-b216d1bfcb5f
8002611,"Peri Peri Chicken Sandwich, Bankside",f5312c6c-b64c-4ec3-8b7d-670ffc4961f5,4,1,COMPLETE,,Peri Peri Chicken Sandwich,9001638,,,f9c0980c-1e58-4c90-9859-5b7d4747ba18
8003543,"Salmon con Pisto Manchego, Jota",7cc1c402-b133-4785-bbe6-631b9234d2ac,1,1,COOK,TURBO_OVEN,Place Salmon - Black Mat: Skin Side Down,,,,
8003543,"Salmon con Pisto Manchego, Jota",7cc1c402-b133-4785-bbe6-631b9234d2ac,2,1,COOK,TURBO_OVEN,Broccolini - Place Left Side of Tin,,,,
8003543,"Salmon con Pisto Manchego, Jota",7cc1c402-b133-4785-bbe6-631b9234d2ac,2,2,COOK,TURBO_OVEN,Pisto Manchego - Place Right Side of Tin ,,,,
8003543,"Salmon con Pisto Manchego, Jota",7cc1c402-b133-4785-bbe6-631b9234d2ac,4,1,COMPLETE,,Salmon con Pisto Manchego,9000173,,,
8004518,"16"" White Pizza, Di Fara, Wonder Works",056b3742-77c1-494c-85e6-a1c15eedd84a,1,1,COOK,TURBO_OVEN,Cook Step ,8806442,,,
8004518,"16"" White Pizza, Di Fara, Wonder Works",056b3742-77c1-494c-85e6-a1c15eedd84a,2,1,GARNISH,,"Basil, EVOO, & Parm ",8806442,,,
8004518,"16"" White Pizza, Di Fara, Wonder Works",056b3742-77c1-494c-85e6-a1c15eedd84a,3,1,COMPLETE,,Cutting ,8806442,,,
8004520,"16” Pepperoni Pizza, Di Fara, Wonder Works",ca0b21f3-95f4-4ea1-b916-9aa111cd5176,1,1,COOK,TURBO_OVEN,Remove from shrink wrap and cook.,8806440,,,
8004520,"16” Pepperoni Pizza, Di Fara, Wonder Works",ca0b21f3-95f4-4ea1-b916-9aa111cd5176,2,1,GARNISH,,"Basil, parmesan, and EVOO",8806440,,,
8004520,"16” Pepperoni Pizza, Di Fara, Wonder Works",ca0b21f3-95f4-4ea1-b916-9aa111cd5176,3,1,COMPLETE,,Place on pizza platter and cut into 8ths.,8806440,,,
8004521,"16” Cheese Pizza, Di Fara, Wonder Works",2477d988-f6cc-4700-bf4d-4e07583de2dc,1,1,COOK,TURBO_OVEN,Cook Step 4:30,8806438,,,
8004521,"16” Cheese Pizza, Di Fara, Wonder Works",2477d988-f6cc-4700-bf4d-4e07583de2dc,2,1,GARNISH,,"Basil, EVOO, & Parm ",8806438,,,
8004521,"16” Cheese Pizza, Di Fara, Wonder Works",2477d988-f6cc-4700-bf4d-4e07583de2dc,3,1,COMPLETE,,Cutting ,8806438,,,
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,4bc41e5f-e75b-4bc7-9b04-53093250015d
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,fdfe198d-7678-4121-907b-bde344469313
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,18a2db60-cd8a-4bbb-ad0a-7560b0b13f38
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,dec1807c-26bb-4b28-8311-08fdb9a68422
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,899334d9-14be-4976-9c01-966d8ab80d0c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,50c80294-6a20-41f3-901a-8238ece6244f
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,72892b02-6079-4724-81aa-e47fd42a03e7
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,94410985-baef-49ad-97ce-75116e0e6aba
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,5bd779ff-652f-4eb9-a06e-d64e80c87335
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,9f6ff6c3-c6eb-4756-9130-efe518d7b963
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,c3303cd4-0c3d-472b-a5e5-08d77e69af47
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,80c098a1-2836-4c0b-88ea-d6aa9ed6a291
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,70a6c40d-310d-4097-814d-15d42c7d5c1b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,d9c2a7d5-46ca-4275-add9-b3e73761d396
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,e42a44bb-9119-405e-a545-ef70e64b1f5b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,ffbdfdac-386a-4c97-8b26-a112c585a479
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,378fd512-7b11-4435-b8c4-8b3feb6c8228
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,1,1,COOK,PRESS,"Large Tortilla, Fold in Half - Panini Press",,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,94410985-baef-49ad-97ce-75116e0e6aba
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,50c80294-6a20-41f3-901a-8238ece6244f
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,378fd512-7b11-4435-b8c4-8b3feb6c8228
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,fdfe198d-7678-4121-907b-bde344469313
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,4bc41e5f-e75b-4bc7-9b04-53093250015d
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,d9c2a7d5-46ca-4275-add9-b3e73761d396
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,899334d9-14be-4976-9c01-966d8ab80d0c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,e42a44bb-9119-405e-a545-ef70e64b1f5b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,9f6ff6c3-c6eb-4756-9130-efe518d7b963
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,70a6c40d-310d-4097-814d-15d42c7d5c1b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,80c098a1-2836-4c0b-88ea-d6aa9ed6a291
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,ffbdfdac-386a-4c97-8b26-a112c585a479
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,dec1807c-26bb-4b28-8311-08fdb9a68422
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,18a2db60-cd8a-4bbb-ad0a-7560b0b13f38
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,c3303cd4-0c3d-472b-a5e5-08d77e69af47
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,72892b02-6079-4724-81aa-e47fd42a03e7
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,5bd779ff-652f-4eb9-a06e-d64e80c87335
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,2,1,GARNISH,,18x18 Foil,,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,d9c2a7d5-46ca-4275-add9-b3e73761d396
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,fdfe198d-7678-4121-907b-bde344469313
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,3,1,COOK,RICE_COOKER,Brown Rice,,,,50c80294-6a20-41f3-901a-8238ece6244f
